Id,ActivityDate,TotalSteps,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
4702921684,05-01-2016,0,0,0,0,1440,2017
4702921684,05-02-2016,7245,5,40,195,1131,2859
4702921684,05-03-2016,9454,0,0,313,729,3145
4702921684,05-04-2016,8161,4,15,251,757,3004
4702921684,05-05-2016,8614,8,5,241,745,3006
4702921684,05-06-2016,6943,1,16,207,682,2859
4702921684,05-07-2016,14370,5,46,439,577,3683
4702921684,05-08-2016,12857,9,125,192,1019,3287
4702921684,05-09-2016,8232,0,12,253,746,2990
4702921684,05-10-2016,10613,1,37,262,701,3172
4702921684,05-11-2016,9810,10,41,235,784,3069
4702921684,05-12-2016,2752,0,0,68,241,1240
5553957443,04-12-2016,11596,19,13,277,767,2026
5553957443,4/13/2016,4832,0,0,226,647,1718
5553957443,4/14/2016,17022,61,41,256,693,2324
5553957443,4/15/2016,16556,58,38,239,689,2254
5553957443,4/16/2016,5771,0,0,288,521,1831
5553957443,4/17/2016,655,0,0,46,943,1397
5553957443,4/18/2016,3727,0,0,206,622,1683
5553957443,4/19/2016,15482,69,28,249,756,2284
5553957443,4/20/2016,2713,0,0,148,598,1570
5553957443,4/21/2016,12346,47,42,177,801,2066
5553957443,4/22/2016,11682,25,16,270,781,2105
5553957443,4/23/2016,4112,0,0,272,443,1776
5553957443,4/24/2016,1807,0,0,104,582,1507
5553957443,4/25/2016,10946,51,11,201,732,2033
5553957443,4/26/2016,11886,40,18,238,750,2093
5553957443,4/27/2016,10538,16,16,206,745,1922
5553957443,4/28/2016,11393,49,13,165,727,1999
5553957443,4/29/2016,12764,46,15,270,709,2169
5553957443,4/30/2016,1202,0,0,84,506,1463
5553957443,05-01-2016,5164,0,0,237,436,1747
5553957443,05-02-2016,9769,23,9,227,724,1996
5553957443,05-03-2016,12848,26,29,247,812,2116
5553957443,05-04-2016,4249,0,0,224,651,1698
5553957443,05-05-2016,14331,44,29,241,692,2156
5553957443,05-06-2016,9632,21,9,229,761,1916
5553957443,05-07-2016,1868,0,0,96,902,1494
5553957443,05-08-2016,6083,3,8,210,505,1762
5553957443,05-09-2016,11611,59,22,251,667,2272
5553957443,05-10-2016,16358,61,40,265,707,2335
5553957443,05-11-2016,4926,0,0,195,628,1693
5553957443,05-12-2016,3121,8,6,48,222,741
5577150313,04-12-2016,8135,86,16,140,728,3405
5577150313,4/13/2016,5077,15,11,144,776,2551
5577150313,4/14/2016,8596,118,30,176,662,4022
5577150313,4/15/2016,12087,115,54,199,695,4005
5577150313,4/16/2016,14269,184,56,158,472,4274
5577150313,4/17/2016,12231,200,37,159,525,4552
5577150313,4/18/2016,9893,114,32,130,623,3625
5577150313,4/19/2016,12574,108,23,111,733,3501
5577150313,4/20/2016,8330,87,16,113,773,3192
5577150313,4/21/2016,10830,110,74,175,670,4018
5577150313,4/22/2016,9172,62,30,200,823,3329
5577150313,4/23/2016,7638,24,24,223,627,3152
5577150313,4/24/2016,15764,210,65,141,425,4392
5577150313,4/25/2016,6393,61,38,214,743,3374
5577150313,4/26/2016,5325,38,32,181,759,3088
5577150313,4/27/2016,6805,63,16,190,773,3294
5577150313,4/28/2016,9841,99,51,141,692,3580
5577150313,4/29/2016,7924,97,36,165,739,3544
5577150313,4/30/2016,12363,207,45,163,621,4501
5577150313,05-01-2016,13368,194,72,178,499,4546
5577150313,05-02-2016,7439,37,20,235,732,3014
5577150313,05-03-2016,11045,97,8,212,580,3795
5577150313,05-04-2016,5206,25,9,141,631,2755
5577150313,05-05-2016,7550,45,21,143,1153,3004
5577150313,05-06-2016,4950,41,16,79,1304,2643
5577150313,05-07-2016,0,0,0,0,1440,1819
5577150313,05-08-2016,0,0,0,0,1440,1819
5577150313,05-09-2016,3421,34,11,70,1099,2489
5577150313,05-10-2016,8869,104,37,194,639,3841
5577150313,05-11-2016,4038,45,15,63,257,1665
6117666160,04-12-2016,0,0,0,0,1440,1496
6117666160,4/13/2016,0,0,0,0,1440,1496
6117666160,4/14/2016,0,0,0,0,1440,1496
6117666160,4/15/2016,14019,0,6,513,921,2865
6117666160,4/16/2016,14450,7,15,518,502,2828
6117666160,4/17/2016,7150,0,0,312,702,2225
6117666160,4/18/2016,5153,0,0,241,759,2018
6117666160,4/19/2016,11135,0,0,480,425,2606
6117666160,4/20/2016,10449,26,10,349,587,2536
6117666160,4/21/2016,19542,11,19,294,579,4900
6117666160,4/22/2016,8206,0,0,402,413,2409
6117666160,4/23/2016,11495,0,0,512,468,2651
6117666160,4/24/2016,7623,0,0,362,711,2305
6117666160,4/25/2016,0,0,0,0,1440,1497
6117666160,4/26/2016,9543,0,7,352,1077,2450
6117666160,4/27/2016,9411,0,0,458,417,2576
6117666160,4/28/2016,3403,0,0,141,758,1879
6117666160,4/29/2016,9592,0,0,461,479,2560
6117666160,4/30/2016,6987,0,0,343,1040,2275
6117666160,05-01-2016,8915,0,0,397,525,2361
6117666160,05-02-2016,4933,0,0,236,1204,2044
6117666160,05-03-2016,0,0,0,0,1440,1496
6117666160,05-04-2016,2997,0,0,156,1279,1902
6117666160,05-05-2016,9799,0,0,487,479,2636
6117666160,05-06-2016,3365,0,0,133,673,1838
6117666160,05-07-2016,7336,0,0,412,456,2469
6117666160,05-08-2016,7328,0,0,318,517,2250
6117666160,05-09-2016,4477,0,0,197,125,1248
6290855005,04-12-2016,4562,0,0,199,1241,2560
6290855005,4/13/2016,7142,0,0,350,1090,2905
6290855005,4/14/2016,7671,0,0,363,1077,2952
6290855005,4/15/2016,9501,0,0,328,1112,2896
6290855005,4/16/2016,8301,0,0,258,1182,2783
6290855005,4/17/2016,7851,31,12,225,1172,3171
6290855005,4/18/2016,6885,0,0,271,1169,2766
6290855005,4/19/2016,7142,0,0,321,1119,2839
6290855005,4/20/2016,6361,0,0,258,1182,2701
6290855005,4/21/2016,0,0,0,0,1440,2060
6290855005,4/22/2016,6238,0,0,302,1138,2796
6290855005,4/23/2016,0,33,0,0,1407,2664
6290855005,4/24/2016,5896,0,0,258,1182,2703
6290855005,4/25/2016,7802,8,3,249,1180,2771
6290855005,4/26/2016,0,0,0,0,1440,2060
6290855005,4/27/2016,5565,0,0,287,1153,2743
6290855005,4/28/2016,5731,0,0,255,1185,2687
6290855005,4/29/2016,0,0,0,0,1440,2060
6290855005,4/30/2016,6744,0,0,324,1116,2843
6290855005,05-01-2016,9837,8,95,282,1055,3327
6290855005,05-02-2016,6781,0,0,268,1172,2725
6290855005,05-03-2016,6047,0,0,240,1200,2671
6290855005,05-04-2016,5832,0,0,272,1168,2718
6290855005,05-05-2016,6339,0,0,239,1201,2682
6290855005,05-06-2016,6116,0,0,305,1135,2806
6290855005,05-07-2016,5510,0,0,227,1213,2613
6290855005,05-08-2016,7706,0,0,251,1189,2712
6290855005,05-09-2016,6277,0,0,264,800,2175
6290855005,05-10-2016,0,0,0,0,1440,0
6775888955,04-12-2016,0,0,0,0,1440,1841
6775888955,4/13/2016,4053,17,18,85,1053,2400
6775888955,4/14/2016,5162,14,24,105,863,2507
6775888955,4/15/2016,1282,0,0,58,976,2127
6775888955,4/16/2016,4732,36,18,9,1377,2225
6775888955,4/17/2016,2497,5,24,19,1392,2067
6775888955,4/18/2016,8294,30,31,146,1233,2798
6775888955,4/19/2016,0,0,0,0,1440,1841
6775888955,4/20/2016,10771,70,113,178,1079,3727
6775888955,4/21/2016,0,0,0,0,1440,1841
6775888955,4/22/2016,637,0,0,20,1420,1922
6775888955,4/23/2016,0,0,0,0,1440,1841
6775888955,4/24/2016,2153,11,18,11,1400,2053
6775888955,4/25/2016,6474,33,13,92,1302,2484
6775888955,4/26/2016,7091,42,30,47,1321,2584
6775888955,4/27/2016,0,0,0,0,1440,1841
6775888955,4/28/2016,703,2,13,15,1410,1993
6775888955,4/29/2016,0,0,0,0,1440,1841
6775888955,4/30/2016,2503,3,9,84,1344,2280
6775888955,05-01-2016,2487,9,34,50,1347,2319
6775888955,05-02-2016,0,0,0,0,1440,1841
6775888955,05-03-2016,9,0,0,1,1439,1843
6775888955,05-04-2016,0,0,0,0,1440,1841
6775888955,05-05-2016,0,0,0,0,1440,1841
6775888955,05-06-2016,4697,12,35,75,1318,2496
6775888955,05-07-2016,1967,2,5,49,551,1032
6962181067,04-12-2016,10199,50,14,189,796,1994
6962181067,4/13/2016,5652,8,24,142,548,1718
6962181067,4/14/2016,1551,0,0,86,862,1466
6962181067,4/15/2016,5563,0,0,217,837,1756
6962181067,4/16/2016,13217,50,3,280,741,2173
6962181067,4/17/2016,10145,5,13,295,634,2027
6962181067,4/18/2016,11404,13,42,238,689,2039
6962181067,4/19/2016,10742,35,41,195,659,2046
6962181067,4/20/2016,13928,48,4,297,639,2174
6962181067,4/21/2016,11835,53,27,214,708,2179
6962181067,4/22/2016,10725,30,33,240,659,2086
6962181067,4/23/2016,20031,58,41,347,484,2571
6962181067,4/24/2016,5029,0,0,199,720,1705
6962181067,4/25/2016,13239,35,31,282,637,2194
6962181067,4/26/2016,10433,36,7,254,680,2012
6962181067,4/27/2016,10320,7,38,279,697,2034
6962181067,4/28/2016,12627,38,8,288,621,2182
6962181067,4/29/2016,10762,12,15,369,645,2254
6962181067,4/30/2016,10081,32,16,237,731,2002
6962181067,05-01-2016,5454,0,0,215,722,1740
6962181067,05-02-2016,12912,18,39,313,655,2162
6962181067,05-03-2016,12109,21,36,267,654,2072
6962181067,05-04-2016,10147,15,36,284,683,2086
6962181067,05-05-2016,10524,14,22,305,591,2066
6962181067,05-06-2016,5908,0,0,299,717,1850
6962181067,05-07-2016,6815,0,0,328,745,1947
6962181067,05-08-2016,4188,0,14,151,709,1659
6962181067,05-09-2016,12342,43,21,231,607,2105
6962181067,05-10-2016,15448,62,34,275,626,2361
6962181067,05-11-2016,6722,24,7,199,709,1855
6962181067,05-12-2016,3587,0,8,105,127,928
7007744171,04-12-2016,14172,53,8,355,1024,2937
7007744171,4/13/2016,12862,56,22,261,1101,2742
7007744171,4/14/2016,11179,34,6,304,1096,2668
7007744171,4/15/2016,5273,0,0,202,1238,2098
7007744171,4/16/2016,4631,0,0,203,1155,2076
7007744171,4/17/2016,8059,0,0,305,1135,2383
7007744171,4/18/2016,14816,48,31,284,1077,2832
7007744171,4/19/2016,14194,53,17,304,1066,2812
7007744171,4/20/2016,15566,60,33,347,1000,3096
7007744171,4/21/2016,13744,30,34,327,1049,2763
7007744171,4/22/2016,15299,64,50,261,1065,2889
7007744171,4/23/2016,8093,2,25,223,1190,2284
7007744171,4/24/2016,11085,0,0,419,1021,2667
7007744171,4/25/2016,18229,51,24,379,986,3055
7007744171,4/26/2016,15090,16,22,424,978,2939
7007744171,4/27/2016,13541,50,12,337,1041,2830
7007744171,4/28/2016,15128,16,16,401,1007,2836
7007744171,4/29/2016,20067,55,42,382,961,3180
7007744171,4/30/2016,3761,0,0,200,1240,2051
7007744171,05-01-2016,5600,0,0,237,1142,2225
7007744171,05-02-2016,13041,64,14,250,1112,2642
7007744171,05-03-2016,14510,58,31,330,1021,2976
7007744171,05-04-2016,0,0,0,0,1440,1557
7007744171,05-05-2016,15010,53,23,317,1047,2933
7007744171,05-06-2016,11459,44,13,247,1136,2553
7007744171,05-07-2016,0,0,0,0,111,120
7086361926,04-12-2016,11317,59,6,153,745,2772
7086361926,4/13/2016,5813,31,26,155,744,2516
7086361926,4/14/2016,9123,35,32,189,787,2734
7086361926,4/15/2016,8585,30,21,139,864,2395
7086361926,4/16/2016,31,0,0,3,1437,1635
7086361926,4/17/2016,0,0,0,0,1440,1629
7086361926,4/18/2016,9827,61,51,114,1136,2743
7086361926,4/19/2016,10688,67,69,124,671,2944
7086361926,4/20/2016,14365,87,13,145,797,2997
7086361926,4/21/2016,9469,19,6,206,758,2463
7086361926,4/22/2016,9753,58,59,153,762,2846
7086361926,4/23/2016,2817,0,0,90,1350,1965
7086361926,4/24/2016,3520,0,0,125,566,2049
7086361926,4/25/2016,10091,69,39,129,706,2752
7086361926,4/26/2016,10387,70,33,132,726,2781
7086361926,4/27/2016,11107,55,6,145,829,2693
7086361926,4/28/2016,11584,54,48,161,810,2862
7086361926,4/29/2016,7881,24,36,182,1198,2616
7086361926,4/30/2016,14560,42,17,308,584,2995
7086361926,05-01-2016,12390,30,15,258,685,2730
7086361926,05-02-2016,10052,66,26,139,737,2754
7086361926,05-03-2016,10288,57,36,152,761,2754
7086361926,05-04-2016,10988,45,12,135,843,2655
7086361926,05-05-2016,8564,24,14,149,1253,2386
7086361926,05-06-2016,12461,84,35,154,834,2924
7086361926,05-07-2016,12827,20,42,209,621,2739
7086361926,05-08-2016,10677,32,27,147,695,2534
7086361926,05-09-2016,13566,67,50,171,743,2960
7086361926,05-10-2016,14433,72,23,106,1182,2800
7086361926,05-11-2016,9572,57,40,128,757,2735
7086361926,05-12-2016,3789,5,4,58,343,1199
8053475328,04-12-2016,18060,116,8,123,1193,3186
8053475328,4/13/2016,16433,95,12,156,1177,3140
8053475328,4/14/2016,20159,119,5,193,1123,3411
8053475328,4/15/2016,20669,132,8,158,1142,3410
8053475328,4/16/2016,14549,96,6,83,1255,2867
8053475328,4/17/2016,18827,111,21,195,1113,3213
8053475328,4/18/2016,17076,102,6,195,1137,3133
8053475328,4/19/2016,15929,90,7,191,1152,3114
8053475328,4/20/2016,15108,89,5,158,695,3043
8053475328,4/21/2016,16057,100,6,170,1164,3103
8053475328,4/22/2016,10520,60,3,117,1260,2655
8053475328,4/23/2016,22359,125,14,223,741,3554
8053475328,4/24/2016,22988,129,33,182,1096,3577
8053475328,4/25/2016,20500,118,9,209,1104,3403
8053475328,4/26/2016,12685,68,5,185,1182,2846
8053475328,4/27/2016,12422,60,10,183,1187,2852
8053475328,4/28/2016,15447,90,9,153,1188,3062
8053475328,4/29/2016,12315,58,8,159,1215,2794
8053475328,4/30/2016,7135,27,1,131,1281,2408
8053475328,05-01-2016,1170,0,0,51,1389,1886
8053475328,05-02-2016,1969,0,0,95,1345,1988
8053475328,05-03-2016,15484,87,22,165,1166,3023
8053475328,05-04-2016,14581,89,8,123,1220,2918
8053475328,05-05-2016,14990,93,9,130,1208,2950
8053475328,05-06-2016,13953,90,15,90,1245,2859
8053475328,05-07-2016,19769,121,20,148,1076,3331
8053475328,05-08-2016,22026,125,14,228,1073,3589
8053475328,05-09-2016,12465,66,12,148,1214,2765
8053475328,05-10-2016,14810,96,10,115,1219,2926
8053475328,05-11-2016,12209,60,7,184,1189,2809
8053475328,05-12-2016,4998,28,4,39,839,1505
8253242879,04-12-2016,9033,40,2,154,1244,2044
8253242879,4/13/2016,8053,35,11,96,1298,1935
8253242879,4/14/2016,5234,29,16,33,1362,1705
8253242879,4/15/2016,2672,0,0,105,1335,1632
8253242879,4/16/2016,9256,6,51,115,1268,1880
8253242879,4/17/2016,10204,41,5,157,1237,2112
8253242879,4/18/2016,5151,16,16,130,1278,1829
8253242879,4/19/2016,4212,0,0,164,1276,1763
8253242879,4/20/2016,6466,5,18,216,1201,1931
8253242879,4/21/2016,11268,49,20,172,1199,2218
8253242879,4/22/2016,2824,0,0,120,1320,1651
8253242879,4/23/2016,9282,30,26,191,1193,2132
8253242879,4/24/2016,8905,41,4,82,1313,1976
8253242879,4/25/2016,6829,7,54,118,1261,1909
8253242879,4/26/2016,4562,19,14,108,1299,1813
8253242879,4/27/2016,10232,45,5,104,1286,2008
8253242879,4/28/2016,2718,11,16,20,1393,1580
8253242879,4/29/2016,6260,16,14,136,1257,1854
8253242879,4/30/2016,0,0,0,0,1440,0
8378563200,04-12-2016,7626,65,15,156,723,3635
8378563200,4/13/2016,12386,116,14,169,680,4079
8378563200,4/14/2016,13318,123,21,174,699,4163
8378563200,4/15/2016,14461,60,23,190,729,3666
8378563200,4/16/2016,11207,64,21,142,563,3363
8378563200,4/17/2016,2132,0,0,93,599,2572
8378563200,4/18/2016,13630,117,10,174,720,4157
8378563200,4/19/2016,13070,120,19,154,737,4092
8378563200,4/20/2016,9388,82,8,169,763,3787
8378563200,4/21/2016,15148,137,16,145,677,4236
8378563200,4/22/2016,12200,113,12,159,769,4044
8378563200,4/23/2016,5709,19,10,136,740,2908
8378563200,4/24/2016,3703,0,0,135,734,2741
8378563200,4/25/2016,12405,117,16,141,692,4005
8378563200,4/26/2016,16208,90,18,161,593,3763
8378563200,4/27/2016,7359,4,4,192,676,3061
8378563200,4/28/2016,5417,11,10,139,711,2884
8378563200,4/29/2016,6175,3,7,172,767,2982
8378563200,4/30/2016,2946,0,0,121,780,2660
8378563200,05-01-2016,11419,71,10,127,669,3369
8378563200,05-02-2016,6064,63,4,142,802,3491
8378563200,05-03-2016,8712,71,20,195,822,3784
8378563200,05-04-2016,7875,19,10,167,680,3110
8378563200,05-05-2016,8567,66,3,214,764,3783
8378563200,05-06-2016,7045,74,5,166,831,3644
8378563200,05-07-2016,4468,0,0,158,851,2799
8378563200,05-08-2016,2943,0,0,139,621,2685
8378563200,05-09-2016,8382,71,13,171,772,3721
8378563200,05-10-2016,6582,63,13,152,840,3586
8378563200,05-11-2016,9143,72,10,184,763,3788
8378563200,05-12-2016,4561,8,6,102,433,1976
8583815059,04-12-2016,5014,0,7,196,1237,2650
8583815059,4/13/2016,5571,2,23,163,1252,2654
8583815059,4/14/2016,3135,0,0,134,1306,2443
8583815059,4/15/2016,3430,0,0,65,1375,2505
8583815059,4/16/2016,5319,0,0,0,1440,2693
8583815059,4/17/2016,3008,0,0,0,1440,2439
8583815059,4/18/2016,3864,4,22,105,1309,2536
8583815059,4/19/2016,5697,7,10,166,1257,2668
8583815059,4/20/2016,5273,0,27,167,1246,2647
8583815059,4/21/2016,8538,35,18,158,1229,2883
8583815059,4/22/2016,8687,4,54,212,1170,2944
8583815059,4/23/2016,9423,7,44,238,1151,3012
8583815059,4/24/2016,8286,2,44,206,1188,2889
8583815059,4/25/2016,4503,18,6,122,1294,2547
8583815059,4/26/2016,10499,1,91,214,1134,3093
8583815059,4/27/2016,12474,77,5,129,1229,3142
8583815059,4/28/2016,6174,0,28,203,1209,2757
8583815059,4/29/2016,15168,46,67,258,1069,3513
8583815059,4/30/2016,10085,2,28,317,1093,3164
8583815059,05-01-2016,4512,10,2,117,1311,2596
8583815059,05-02-2016,8469,0,0,0,1440,2894
8583815059,05-03-2016,12015,0,0,0,1440,3212
8583815059,05-04-2016,3588,0,0,0,1440,2516
8583815059,05-05-2016,12427,0,0,70,1370,3266
8583815059,05-06-2016,5843,2,22,166,1250,2683
8583815059,05-07-2016,6117,0,0,250,1190,2810
8583815059,05-08-2016,9217,3,72,182,1183,2940
8583815059,05-09-2016,9877,66,4,110,1260,2947
8583815059,05-10-2016,8240,9,43,162,1226,2846
8583815059,05-11-2016,8701,5,71,177,1106,2804
8583815059,05-12-2016,0,0,0,0,1440,0
8792009665,04-12-2016,2564,0,0,116,831,2044
8792009665,4/13/2016,1320,0,0,82,806,1934
8792009665,4/14/2016,1219,0,0,84,853,1963
8792009665,4/15/2016,2483,0,0,126,937,2009
8792009665,4/16/2016,244,0,0,12,1428,1721
8792009665,4/17/2016,0,0,0,0,1440,1688
8792009665,4/18/2016,0,0,0,0,1440,1688
8792009665,4/19/2016,0,0,0,0,1440,1688
8792009665,4/20/2016,3147,0,10,139,744,2188
8792009665,4/21/2016,144,0,0,9,1431,1720
8792009665,4/22/2016,4068,1,20,195,817,2419
8792009665,4/23/2016,5245,8,45,232,795,2748
8792009665,4/24/2016,400,3,8,19,1410,1799
8792009665,4/25/2016,0,0,0,0,1440,1688
8792009665,4/26/2016,1321,0,0,80,1360,1928
8792009665,4/27/2016,1758,0,0,112,900,2067
8792009665,4/28/2016,6157,0,0,310,714,2780
8792009665,4/29/2016,8360,6,14,380,634,3101
8792009665,4/30/2016,7174,10,20,301,749,2896
8792009665,05-01-2016,1619,0,0,79,834,1962
8792009665,05-02-2016,1831,0,0,101,916,2015
8792009665,05-03-2016,2421,0,0,156,739,2297
8792009665,05-04-2016,2283,0,0,129,848,2067
8792009665,05-05-2016,0,0,0,0,1440,1688
8792009665,05-06-2016,0,0,0,0,1440,1688
8792009665,05-07-2016,0,0,0,0,1440,1688
8792009665,05-08-2016,0,0,0,0,1440,1688
8792009665,05-09-2016,0,0,0,0,1440,1688
8792009665,05-10-2016,0,0,0,0,48,57
8877689391,04-12-2016,23186,85,7,312,1036,3921
8877689391,4/13/2016,15337,108,18,216,1098,3566
8877689391,4/14/2016,21129,68,13,298,1061,3793
8877689391,4/15/2016,13422,106,1,281,1052,3934
8877689391,4/16/2016,29326,94,29,429,888,4547
8877689391,4/17/2016,15118,58,15,307,1060,3545
8877689391,4/18/2016,11423,29,5,191,1215,2761
8877689391,4/19/2016,18785,82,13,214,1131,3676
8877689391,4/20/2016,19948,73,19,225,1123,3679
8877689391,4/21/2016,19377,82,13,226,1119,3659
8877689391,4/22/2016,18258,61,2,236,1141,3427
8877689391,4/23/2016,11200,102,6,300,1032,3891
8877689391,4/24/2016,16674,64,1,227,1148,3455
8877689391,4/25/2016,12986,113,8,218,1101,3802
8877689391,4/26/2016,11101,22,3,258,1157,2860
8877689391,4/27/2016,23629,93,8,235,1104,3808
8877689391,4/28/2016,14890,58,8,231,1143,3060
8877689391,4/29/2016,9733,18,5,210,1207,2698
8877689391,4/30/2016,27745,124,4,223,1089,4398
8877689391,05-01-2016,10930,36,12,166,1226,2786
8877689391,05-02-2016,4790,0,0,105,1335,2189
8877689391,05-03-2016,10818,19,3,229,1189,2817
8877689391,05-04-2016,18193,66,8,212,1154,3477
8877689391,05-05-2016,14055,67,15,188,1170,3052
8877689391,05-06-2016,21727,96,17,232,1095,4015
8877689391,05-07-2016,12332,105,28,271,1036,4142
8877689391,05-08-2016,10686,17,4,245,1174,2847
8877689391,05-09-2016,20226,73,19,217,1131,3710
8877689391,05-10-2016,10733,18,11,224,1187,2832
8877689391,05-11-2016,21420,88,12,213,1127,3832
8877689391,05-12-2016,8064,23,1,137,770,1849
